resource_type,key,plural_variable,plural_category,comment,english_value,locale,current_value,status,reviewer_notes
strings,Archive Note,,,,Archive Note,es,Archivar nota,draft-translation,
strings,Archive Note,,,,Archive Note,sv,Arkivera anteckning,draft-translation,
strings,Archive Note,,,,Archive Note,zh-Hans,归档笔记,draft-translation,
strings,Archive Note,,,,Archive Note,zh-Hant,封存備忘錄,draft-translation,
strings,Archive Note,,,,Archive Note,tr,Notu arşivle,draft-translation,
strings,Archive Note,,,,Archive Note,uk,Архівувати нотатку,draft-translation,
strings,Archive Note,,,,Archive Note,vi,Lưu trữ ghi chú,draft-translation,
strings,Archive Protocol,,,,Archive Protocol,en,Archive Protocol,english-source,
strings,Archive Protocol,,,,Archive Protocol,ar,أرشفة البروتوكول,draft-translation,
strings,Archive Protocol,,,,Archive Protocol,nl,Protocol archiveren,draft-translation,
strings,Archive Protocol,,,,Archive Protocol,fr,Archiver le protocole,draft-translation,
strings,Archive Protocol,,,,Archive Protocol,de,Protokoll archivieren,draft-translation,
strings,Archive Protocol,,,,Archive Protocol,it,Archivia protocollo,draft-translation,
strings,Archive Protocol,,,,Archive Protocol,ja,プロトコルをアーカイブ,draft-translation,
strings,Archive Protocol,,,,Archive Protocol,ko,프로토콜 보관,draft-translation,
strings,Archive Protocol,,,,Archive Protocol,nb,Arkiver protokoll,draft-translation,
strings,Archive Protocol,,,,Archive Protocol,pt,Arquivar protocolo,draft-translation,
strings,Archive Protocol,,,,Archive Protocol,pt-BR,Arquivar protocolo,draft-translation,
strings,Archive Protocol,,,,Archive Protocol,ru,Архивировать протокол,draft-translation,
strings,Archive Protocol,,,,Archive Protocol,es,Archivar protocolo,draft-translation,
strings,Archive Protocol,,,,Archive Protocol,sv,Arkivera protokoll,draft-translation,
strings,Archive Protocol,,,,Archive Protocol,zh-Hans,归档协议,draft-translation,
strings,Archive Protocol,,,,Archive Protocol,zh-Hant,封存協定,draft-translation,
strings,Archive Protocol,,,,Archive Protocol,tr,Protokolü arşivle,draft-translation,
strings,Archive Protocol,,,,Archive Protocol,uk,Архівувати протокол,draft-translation,
strings,Archive Protocol,,,,Archive Protocol,vi,Lưu trữ quy trình,draft-translation,
strings,Archived,,,,Archived,en,Archived,english-source,
strings,Archived,,,,Archived,ar,مؤرشف,draft-translation,
strings,Archived,,,,Archived,nl,Gearchiveerd,draft-translation,
strings,Archived,,,,Archived,fr,Archivé,draft-translation,
strings,Archived,,,,Archived,de,Archiviert,draft-translation,
strings,Archived,,,,Archived,it,Archiviato,draft-translation,
strings,Archived,,,,Archived,ja,アーカイブ済み,draft-translation,
strings,Archived,,,,Archived,ko,보관됨,draft-translation,
strings,Archived,,,,Archived,nb,Arkivert,draft-translation,
strings,Archived,,,,Archived,pt,Arquivado,draft-translation,
strings,Archived,,,,Archived,pt-BR,Arquivado,draft-translation,
strings,Archived,,,,Archived,ru,В архиве,draft-translation,
strings,Archived,,,,Archived,es,Archivado,draft-translation,
strings,Archived,,,,Archived,sv,Arkiverad,draft-translation,
strings,Archived,,,,Archived,zh-Hans,已归档,draft-translation,
strings,Archived,,,,Archived,zh-Hant,已封存,draft-translation,
strings,Archived,,,,Archived,tr,Arşivlendi,draft-translation,
strings,Archived,,,,Archived,uk,Заархівовано,draft-translation,
strings,Archived,,,,Archived,vi,Đã lưu trữ,draft-translation,
strings,Archived Notes,,,,Archived Notes,en,Archived Notes,english-source,
strings,Archived Notes,,,,Archived Notes,ar,ملاحظات مؤرشفة,draft-translation,
strings,Archived Notes,,,,Archived Notes,nl,Gearchiveerde notities,draft-translation,
strings,Archived Notes,,,,Archived Notes,fr,Notes archivées,draft-translation,
strings,Archived Notes,,,,Archived Notes,de,Archivierte Notizen,draft-translation,
strings,Archived Notes,,,,Archived Notes,it,Note archiviate,draft-translation,
strings,Archived Notes,,,,Archived Notes,ja,アーカイブ済みメモ,draft-translation,
strings,Archived Notes,,,,Archived Notes,ko,보관된 메모,draft-translation,
strings,Archived Notes,,,,Archived Notes,nb,Arkiverte notater,draft-translation,
strings,Archived Notes,,,,Archived Notes,pt,Notas arquivadas,draft-translation,
strings,Archived Notes,,,,Archived Notes,pt-BR,Notas arquivadas,draft-translation,
strings,Archived Notes,,,,Archived Notes,ru,Архив заметок,draft-translation,
strings,Archived Notes,,,,Archived Notes,es,Notas archivadas,draft-translation,
strings,Archived Notes,,,,Archived Notes,sv,Arkiverade anteckningar,draft-translation,
strings,Archived Notes,,,,Archived Notes,zh-Hans,归档的笔记,draft-translation,
strings,Archived Notes,,,,Archived Notes,zh-Hant,封存的備忘錄,draft-translation,
strings,Archived Notes,,,,Archived Notes,tr,Arşivlenen notlar,draft-translation,
strings,Archived Notes,,,,Archived Notes,uk,Архівовані нотатки,draft-translation,
strings,Archived Notes,,,,Archived Notes,vi,Ghi chú đã lưu trữ,draft-translation,
strings,Archived Protocols,,,,Archived Protocols,en,Archived Protocols,english-source,
strings,Archived Protocols,,,,Archived Protocols,ar,بروتوكولات مؤرشفة,draft-translation,
strings,Archived Protocols,,,,Archived Protocols,nl,Gearchiveerde protocollen,draft-translation,
strings,Archived Protocols,,,,Archived Protocols,fr,Protocoles archivés,draft-translation,
strings,Archived Protocols,,,,Archived Protocols,de,Archivierte Protokolle,draft-translation,
strings,Archived Protocols,,,,Archived Protocols,it,Protocolli archiviati,draft-translation,
strings,Archived Protocols,,,,Archived Protocols,ja,アーカイブ済みプロトコル,draft-translation,
strings,Archived Protocols,,,,Archived Protocols,ko,보관된 프로토콜,draft-translation,
strings,Archived Protocols,,,,Archived Protocols,nb,Arkiverte protokoller,draft-translation,
strings,Archived Protocols,,,,Archived Protocols,pt,Protocolos arquivados,draft-translation,
strings,Archived Protocols,,,,Archived Protocols,pt-BR,Protocolos arquivados,draft-translation,
strings,Archived Protocols,,,,Archived Protocols,ru,Архивные протоколы,draft-translation,
strings,Archived Protocols,,,,Archived Protocols,es,Protocolos archivados,draft-translation,
strings,Archived Protocols,,,,Archived Protocols,sv,Arkiverade protokoll,draft-translation,
strings,Archived Protocols,,,,Archived Protocols,zh-Hans,归档的协议,draft-translation,
strings,Archived Protocols,,,,Archived Protocols,zh-Hant,封存的協定,draft-translation,
strings,Archived Protocols,,,,Archived Protocols,tr,Arşivlenen protokoller,draft-translation,
strings,Archived Protocols,,,,Archived Protocols,uk,Архівовані протоколи,draft-translation,
strings,Archived Protocols,,,,Archived Protocols,vi,Quy trình đã lưu trữ,draft-translation,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,en,Archived protocols stay available below.,english-source,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,ar,تبقى البروتوكولات المؤرشفة متاحة أدناه.,draft-translation,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,nl,Gearchiveerde protocollen blijven hieronder beschikbaar.,draft-translation,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,fr,Les protocoles archivés restent disponibles ci-dessous.,draft-translation,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,de,Archivierte Protokolle bleiben unten verfügbar.,draft-translation,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,it,I protocolli archiviati restano disponibili sotto.,draft-translation,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,ja,アーカイブされたプロトコルは下記で引き続き利用できます。,draft-translation,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,ko,보관된 프로토콜은 아래에 계속 표시됩니다.,draft-translation,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,nb,Arkiverte protokoller forblir tilgjengelige nedenfor.,draft-translation,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,pt,Os protocolos arquivados permanecem disponíveis abaixo.,draft-translation,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,pt-BR,Os protocolos arquivados ficam disponíveis abaixo.,draft-translation,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,ru,Архивные протоколы остаются доступны ниже.,draft-translation,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,es,Los protocolos archivados quedan disponibles más abajo.,draft-translation,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,sv,Arkiverade protokoll förblir tillgängliga nedan.,draft-translation,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,zh-Hans,归档的协议仍可在下方查看。,draft-translation,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,zh-Hant,封存的協定仍可在下方查看。,draft-translation,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,tr,Arşivlenen protokoller aşağıda kullanılabilir kalır.,draft-translation,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,uk,Архівовані протоколи залишаються доступними нижче.,draft-translation,
strings,Archived protocols stay available below.,,,,Archived protocols stay available below.,vi,Các quy trình đã lưu trữ vẫn có sẵn bên dưới.,draft-translation,
strings,Author / Creator,,,,Author / Creator,en,Author / Creator,english-source,
strings,Author / Creator,,,,Author / Creator,ar,المؤلف / المنشئ,draft-translation,
strings,Author / Creator,,,,Author / Creator,nl,Auteur / Maker,draft-translation,
strings,Author / Creator,,,,Author / Creator,fr,Auteur / Créateur,draft-translation,
strings,Author / Creator,,,,Author / Creator,de,Autor / Ersteller,draft-translation,
strings,Author / Creator,,,,Author / Creator,it,Autore / Creatore,draft-translation,
strings,Author / Creator,,,,Author / Creator,ja,著者 / 作成者,draft-translation,
strings,Author / Creator,,,,Author / Creator,ko,저자 / 제작자,draft-translation,
strings,Author / Creator,,,,Author / Creator,nb,Forfatter / Skaper,draft-translation,
strings,Author / Creator,,,,Author / Creator,pt,Autor / Criador,draft-translation,
strings,Author / Creator,,,,Author / Creator,pt-BR,Autor / Criador,draft-translation,
strings,Author / Creator,,,,Author / Creator,ru,Автор / Создатель,draft-translation,
strings,Author / Creator,,,,Author / Creator,es,Autor / Creador,draft-translation,
strings,Author / Creator,,,,Author / Creator,sv,Författare / Skapare,draft-translation,
strings,Author / Creator,,,,Author / Creator,zh-Hans,作者 / 创建者,draft-translation,
strings,Author / Creator,,,,Author / Creator,zh-Hant,作者 / 創建者,draft-translation,
strings,Author / Creator,,,,Author / Creator,tr,Yazar / Yaratıcı,draft-translation,
strings,Author / Creator,,,,Author / Creator,uk,Автор / Творець,draft-translation,
strings,Author / Creator,,,,Author / Creator,vi,Tác giả / Người tạo,draft-translation,
strings,Author / creator,,,,Author / creator,en,Author / creator,english-source,
strings,Author / creator,,,,Author / creator,ar,المؤلف / المنشئ,draft-translation,
strings,Author / creator,,,,Author / creator,nl,Auteur / maker,draft-translation,
strings,Author / creator,,,,Author / creator,fr,Auteur / créateur,draft-translation,
strings,Author / creator,,,,Author / creator,de,Autor / Ersteller,draft-translation,
strings,Author / creator,,,,Author / creator,it,Autore / creatore,draft-translation,
strings,Author / creator,,,,Author / creator,ja,著者 / 作成者,draft-translation,
strings,Author / creator,,,,Author / creator,ko,저자 / 제작자,draft-translation,
strings,Author / creator,,,,Author / creator,nb,Forfatter / skaper,draft-translation,
strings,Author / creator,,,,Author / creator,pt,Autor / criador,draft-translation,
strings,Author / creator,,,,Author / creator,pt-BR,Autor / criador,draft-translation,
strings,Author / creator,,,,Author / creator,ru,Автор / создатель,draft-translation,
strings,Author / creator,,,,Author / creator,es,Autor / creador,draft-translation,
strings,Author / creator,,,,Author / creator,sv,Författare / skapare,draft-translation,
strings,Author / creator,,,,Author / creator,zh-Hans,作者 / 创建者,draft-translation,
strings,Author / creator,,,,Author / creator,zh-Hant,作者 / 創建者,draft-translation,
strings,Author / creator,,,,Author / creator,tr,Yazar / yaratıcı,draft-translation,
strings,Author / creator,,,,Author / creator,uk,Автор / творець,draft-translation,
strings,Author / creator,,,,Author / creator,vi,Tác giả / người tạo,draft-translation,
strings,Avg readiness,,,,Avg readiness,en,Avg readiness,english-source,
strings,Avg readiness,,,,Avg readiness,ar,متوسط الجاهزية,draft-translation,
strings,Avg readiness,,,,Avg readiness,nl,Gemiddelde gereedheid,draft-translation,
strings,Avg readiness,,,,Avg readiness,fr,Préparation moyenne,draft-translation,
strings,Avg readiness,,,,Avg readiness,de,Ø Bereitschaft,draft-translation,
strings,Avg readiness,,,,Avg readiness,it,Prontezza media,draft-translation,
strings,Avg readiness,,,,Avg readiness,ja,平均準備度,draft-translation,
strings,Avg readiness,,,,Avg readiness,ko,평균 준비도,draft-translation,
strings,Avg readiness,,,,Avg readiness,nb,Gj.snitt beredskap,draft-translation,
strings,Avg readiness,,,,Avg readiness,pt,Prontidão média,draft-translation,
strings,Avg readiness,,,,Avg readiness,pt-BR,Prontidão média,draft-translation,
strings,Avg readiness,,,,Avg readiness,ru,Ср. готовность,draft-translation,
